رقم  السجل,حالة السجل,انشاء السجل,انتهاء السجل,رقم الرخصة,حالة الرخصة,انشاء الرخصة,انتهاء الرخصة,اسم المنشاة,التصنيف الرئيسي,التصنيف الفرعي,ص.ب,هاتف,البلدية,المنطقة,رقم الشارع,وصف الشارع,رقم المبنى,الحي,اسم الحي,كود النشاط,اسم النشاط
92664,نشط,29-JAN-17,28-JAN-24,133051,نشط,27-MAR-17,20-MAR-24,ليموزين المالك,تجاري,مكتب تجاري,,,بلدية الريان,53,652,الرويضات,43,65,الريان الجديد,4921211,خدمة الليموزين
98748,نشط,16-MAY-17,15-MAY-22,181726,نشط,22-APR-20,17-APR-22,زاهب لخدمة الليموزين,تجاري,مكتب تجاري,96230,+97444820313,بلدية الريان,53,615,التوبة,69,88,معيذر,4921211,خدمة الليموزين
96374,نشط,30-MAR-17,25-SEP-21,190677,نشط,18-JAN-21,13-JAN-22,لييا انترناشيونال ليموزين,تجاري,مكتب تجاري,,50660088,بلدية الدوحة,6,860,المحار,13,8,الغانم العتيق,4921211,خدمة الليموزين
112545,نشط,08-FEB-18,07-FEB-22,148212,نشط,21-FEB-18,15-FEB-22,ليموزين العاصفة,تجاري,مكتب تجاري,,+974,بلدية الشمال,77,800,عين سنان,35,366,عين سنان,4921211,خدمة الليموزين
92563,نشط,25-JAN-17,24-JAN-22,129926,معلق,31-JAN-17,25-JAN-22,شاري ليموزين,تجاري,مكتب تجاري,10577,+97455545285,بلدية الريان,53,740,ام الدوم,84,65,الريان الجديد,4921211,خدمة الليموزين
91566,نشط,05-JAN-17,04-JAN-22,133799,معلق,05-APR-17,30-MAR-22,الفجر الجديد لليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,53,790,ام الدوم,109,88,معيذر,4921211,خدمة الليموزين
37653/8,نشط,24-APR-08,09-DEC-21,72113,نشط,,20-MAR-22,شركة برستيج للسيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,66,223,لوسيل,2,105,لقطيفية,4922901,تاجير السيارات بدون سائق
47548/1,نشط,08-NOV-10,26-OCT-21,46745,نشط,,15-FEB-22,النجم الذهبي لتأجير السيارات,تجاري,محل تجارى,,+974,بلدية الريان,51,371,اللقطه,16,47,الغرافة,4922901,تاجير السيارات بدون سائق
89866,نشط,22-NOV-16,21-NOV-21,128512,معلق,02-JAN-17,27-DEC-20,السلطان لخدمات الليموزين,تجاري,مكتب تجاري,93233,+97433155361,بلدية الريان,53,,معيذر الشمالي,122,65,الريان الجديد,4921211,خدمة الليموزين
134191,نشط,15-MAY-19,10-NOV-21,177980,نشط,17-NOV-19,11-NOV-21,الناقل ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,55,91,العزيزية,2,84,العزيزية,4921211,خدمة الليموزين
134221,نشط,16-MAY-19,11-NOV-21,173446,نشط,20-JUN-19,14-JUN-22,خان ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,37,865,بن عمران,4,35,فريج بن عمران,4921211,خدمة الليموزين
58722/2,منتهية,30-DEC-13,08-JAN-21,103570,نشط,,22-NOV-21,سلطان بن جاسم لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الدوحة,5,130,شارع الاصمخ,51,7,فريج الاصمخ,4922901,تاجير السيارات بدون سائق
45299,منتهية,29-MAR-10,27-MAR-19,106388,معلق,,11-SEP-20,ليدر لتأجير السيارات,تجاري,مكتب تجاري,,,بلدية الريان,56,340,المشاعل,243,95,عين خالد,4922901,تاجير السيارات بدون سائق
128524,نشط,10-JAN-19,09-JAN-22,167013,نشط,23-JAN-19,17-JAN-22,رزة ليموزين,تجاري,مكتب تجاري,55363,+97450005579,بلدية الريان,53,989,ال شافي,25,65,الريان الجديد,4921211,خدمة الليموزين
131125,نشط,05-MAR-19,04-MAR-22,172072,معلق,05-MAY-19,26-OCT-21,مالك ليموزين,تجاري,مكتب تجاري,,,بلدية الدوحة,24,950,ابن سينا,74,20,روضة الخيل,4921211,خدمة الليموزين
85245,نشط,30-JUN-16,26-DEC-21,97205,نشط,,31-JAN-22,سالك لتأجير السيارات,تجاري,مكتب تجاري,202079,+97466677741,بلدية الدوحة,23,231,سحيم بن حمد,48,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
59471,نشط,06-MAR-13,05-MAR-22,92900,نشط,,27-NOV-21,اني تايم ليموزين سرفيس,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,299,94,بو هامور,4922901,تاجير السيارات بدون سائق
128711,نشط,14-JAN-19,12-JAN-26,173435,معلق,20-JUN-19,13-JUN-25,ليموزين الزبارة,تجاري,مكتب تجاري,,,بلدية الريان,53,662,ام الدوم,29,88,معيذر,4921211,خدمة الليموزين
109793,نشط,02-JAN-18,01-JAN-22,112666,معلق,26-NOV-15,19-NOV-21,الانتر لتاجير السيارات,تجاري,محل تجارى,,+974,بلدية الريان,53,989,ال شافي,58,65,الريان الجديد,4922901,تاجير السيارات بدون سائق
37922,نشط,20-JAN-08,18-JAN-22,62284,معلق,,10-FEB-22,فشاخ للتجارة والمقاولات,تجاري,مكتب تجاري,,+974,بلدية الشيحانية,82,0,روضة راشد,0,492,روضة راشد,4922901,تاجير السيارات بدون سائق
31869,منتهية,20-DEC-05,18-DEC-20,5541,معلق,,20-NOV-20,صقر الخليج للخدمات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,17,850,الدستور,3,14,الرفاع,4922901,تاجير السيارات بدون سائق
21086/7,نشط,14-JUN-04,29-DEC-21,1620,معلق,,21-OCT-21,شركة كناري للخدمات,تجاري,مكتب تجاري,37300,+97455888199,بلدية الريان,56,340,طريق سلوى,239,95,عين خالد,4922901,تاجير السيارات بدون سائق
61497,نشط,11-JUL-13,05-JAN-22,25486,نشط,,27-DEC-21,كاستينغ ليموزين,تجاري,مكتب تجاري,63492,+97444342695,بلدية الدوحة,26,850,المنصورة,23,23,نجمة,4921211,خدمة الليموزين
50662,منتهية,12-MAY-11,10-MAY-19,80259,معلق,,11-JUN-19,ايكزاكت للتجارة والمقاولات,تجاري,مكتب تجاري,15682,+97430363044,بلدية الريان,56,360,طريق سلوى,299,94,بو هامور,4921211,خدمة الليموزين
129207,نشط,23-JAN-19,22-JAN-22,167784,معلق,05-FEB-19,30-JAN-21,كورنافولي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,51,780,الغرافة,80,47,الغرافة,4921211,خدمة الليموزين
128584,نشط,10-JAN-19,09-JAN-22,167539,معلق,31-JAN-19,25-JAN-22,ريتش ليموزين,تجاري,مكتب تجاري,3700,+97433085562,بلدية الدوحة,24,950,ابن سينا,146,20,روضة الخيل,4921211,خدمة الليموزين
90128,نشط,29-NOV-16,28-NOV-21,127839,نشط,15-DEC-16,09-DEC-21,خالد بن ناصر ليموزين,تجاري,مكتب تجاري,,,بلدية الريان,53,794,794,44,88,معيذر,4921211,خدمة الليموزين
118721,منتهية,11-JUN-18,07-DEC-20,154241,معلق,01-JUL-18,22-DEC-20,ماكس سبيد لليموزين,تجاري,مكتب تجاري,,,بلدية الشمال,78,820,ابو اظلوف,95,396,ابا الظلوف,4921211,خدمة الليموزين
121438,نشط,15-AUG-18,10-FEB-22,157302,نشط,05-SEP-18,26-FEB-22,الموقع ليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,56,965,التجاري,3,99,ام السنيم,4921211,خدمة الليموزين
119954,منتهية,16-JUL-18,11-JAN-21,167414,معلق,30-JAN-19,24-JAN-21,ويك اند ليموزين,تجاري,مكتب تجاري,1375,55895700,بلدية الدوحة,35,920,ينبع,164,33,فريج كليب,4921211,خدمة الليموزين
130455,نشط,19-FEB-19,18-FEB-22,169613,نشط,13-MAR-19,07-MAR-22,جرين كار ليموزين,تجاري,مكتب تجاري,,+97477006321,بلدية الدوحة,27,950,,64,489,ام غويلينة,4921211,خدمة الليموزين
103915,نشط,25-SEP-17,24-SEP-21,141564,نشط,17-OCT-17,11-OCT-21,دوحه كابس ليموزين,تجاري,مكتب تجاري,,+97477330407,بلدية الريان,55,185,العزيزية,89,84,العزيزية,4921211,خدمة الليموزين
93965,نشط,21-FEB-17,20-FEB-22,132164,نشط,14-MAR-17,08-MAR-22,حواس لليموزين,تجاري,مكتب تجاري,20018,+97466001999,بلدية الريان,55,280,الفروسيه,278,88,معيذر,4921211,خدمة الليموزين
22494,نشط,24-JUN-13,06-OCT-21,137830,معلق,22-JUN-17,13-DEC-21,الحوت ليموزين,تجاري,مكتب تجاري,,55531315,بلدية الريان,53,652,الرويضات,43,88,معيذر,4921211,خدمة الليموزين
131246,نشط,07-MAR-19,06-MAR-22,170012,معلق,21-MAR-19,15-MAR-22,لموزين رحمه,تجاري,مكتب تجاري,,+97455552703,بلدية الريان,53,615,التوبة,70,88,معيذر,4921211,خدمة الليموزين
48340/2,نشط,06-NOV-16,27-DEC-21,126705,نشط,27-NOV-16,21-NOV-21,ايفيس قطر,تجاري,مكتب تجاري,,+974,بلدية الخور و الذخيرة,74,211,الذخيره,11,269,الخور,4922901,تاجير السيارات بدون سائق
95258,نشط,13-MAR-17,08-SEP-21,135103,نشط,27-APR-17,18-OCT-21,عناد لتاجير السيارات,تجاري,مكتب تجاري,31880,+97433696604,بلدية الدوحة,22,342,الجزيرة,30,19,فريج بن محمود,4922901,تاجير السيارات بدون سائق
97245,نشط,17-APR-17,13-OCT-21,195284,نشط,03-JUN-21,29-MAY-22,ستار ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,27,950,ام غويلينه,20,489,ام غويلينة,4921211,خدمة الليموزين
106106,نشط,07-NOV-17,06-NOV-21,143818,نشط,28-NOV-17,22-NOV-21,ليموزين ذا لوكيشن,تجاري,مكتب تجاري,,+974,بلدية ام صلال,71,445,الخريطيات,5,127,الخريطيات,4921211,خدمة الليموزين
92689,نشط,29-JAN-17,28-JAN-22,131072,نشط,22-FEB-17,16-FEB-22,إنفنتي لخدمات الليموزين,تجاري,مكتب تجاري,,+97477779467,بلدية الدوحة,27,230,الدائري الثالث,74,489,ام غويلينة,4921211,خدمة الليموزين
123041,مشطوب,26-SEP-18,25-SEP-20,160155,معلق,17-OCT-18,11-OCT-20,برايت واي ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,24,950,ابن سينا,74,20,روضة الخيل,4921211,خدمة الليموزين
131909,نشط,21-MAR-19,20-MAR-22,176524,نشط,01-OCT-19,25-SEP-21,مستر فاليه ليموزين,تجاري,مكتب تجاري,38200,+97455040050,بلدية الدوحة,60,950,حادة الظلام,24,1000,لا يوجد,4921211,خدمة الليموزين
114955,نشط,27-MAR-18,22-SEP-21,151500,معلق,25-APR-18,16-OCT-21,كشتة لخدمة الليموزين,تجاري,مكتب تجاري,15846,+97430634460,بلدية الريان,53,690,الكناري,16,65,الريان الجديد,4921211,خدمة الليموزين
131859,نشط,20-MAR-19,19-MAR-22,170476,نشط,31-MAR-19,25-MAR-22,اكسبريس ليموزين,تجاري,مكتب تجاري,,+97470478747,بلدية الريان,55,185,العزيزية,43,84,العزيزية,4921211,خدمة الليموزين
131590,منتهية,14-MAR-19,13-MAR-21,169908,معلق,19-MAR-19,13-MAR-21,المهره ليموزين,تجاري,مكتب تجاري,الدوحة-قطر,+97466616909,بلدية الدوحة,26,850,المنصورة,56,23,نجمة,4921211,خدمة الليموزين
80885,منتهية,02-MAR-16,24-FEB-21,85795,نشط,,17-OCT-21,ليموزين توب كار,تجاري,مكتب تجاري,,+974,بلدية الريان,55,900,الفروسيه,11,88,معيذر,4922901,تاجير السيارات بدون سائق
91454,منتهية,03-JAN-17,03-JAN-20,131446,معلق,28-FEB-17,23-FEB-20,ليموزين الاسد,تجاري,مكتب تجاري,,+974,بلدية الريان,53,652,الرويضات,6,65,الريان الجديد,4921211,خدمة الليموزين
91287,منتهية,29-DEC-16,28-DEC-20,128632,معلق,04-JAN-17,29-DEC-20,ميرديان لليموزين والمواصلات,تجاري,مكتب تجاري,,+97430379694,بلدية الريان,56,995,سوق المركزي,195,94,بو هامور,4921211,خدمة الليموزين
129620,نشط,30-JAN-19,29-JAN-22,170825,نشط,07-APR-19,01-APR-22,المضمار ليموزين,تجاري,مكتب تجاري,,,بلدية الوكرة,92,600,600,99,650,مسيعيد,4921211,خدمة الليموزين
89533,منتهية,15-NOV-16,14-NOV-20,141611,معلق,18-OCT-17,12-OCT-20,ذا وان ليموزين,تجاري,مكتب تجاري,,+97433397617,بلدية الدوحة,39,840,المرقاب الجديد,27,39,المرقاب الجديد,4921211,خدمة الليموزين
107972,منتهية,07-DEC-17,06-DEC-20,146822,معلق,25-JAN-18,20-JAN-20,وايس ليموزين,تجاري,محل تجارى,,+97455558061,بلدية الدوحة,27,310,ام غويلينه,51,489,ام غويلينة,4921211,خدمة الليموزين
108554,نشط,20-DEC-17,19-DEC-21,145891,نشط,10-JAN-18,04-JAN-22,نجوم ليموزين,تجاري,مكتب تجاري,,+974,بلدية الدوحة,6,860,المحار,13,8,الغانم العتيق,4921211,خدمة الليموزين
125186,نشط,05-NOV-18,04-NOV-21,162789,معلق,21-NOV-18,15-NOV-21,ايسي تريف ليموزين,تجاري,مكتب تجاري,,+97433972604,بلدية الوكرة,90,720,عبدالرحمن بن جاسم,12,635,الوكرة,4921211,خدمة الليموزين
50893/4,نشط,28-FEB-12,20-NOV-21,85341,منتهية,,31-MAR-21,قطر وي لتأجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الريان,56,340,طريق سلوى,239,95,عين خالد,4922901,تاجير السيارات بدون سائق
39678/1,نشط,25-AUG-08,19-DEC-21,61056,نشط,,09-NOV-21,السليمان لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,41,230,الطريق الدائري الثالث,229,42,نعيجة,4922901,تاجير السيارات بدون سائق
39678/2,نشط,25-AUG-08,19-DEC-21,56658,نشط,,22-DEC-21,السليمان لتاجير السيارات,تجاري,مكتب تجاري,,+974,بلدية الدوحة,41,230,الطريق الدائري الثالث,229,42,نعيجة,4922901,تاجير السيارات بدون سائق
44462,منتهية,12-JAN-10,11-JAN-20,71263,معلق,,30-JAN-20,مؤسسة دءوب للتجارة والمقاولات وتأجيرالسيارات,تجاري,مكتب تجاري,,5818002,بلدية الريان,55,790,ام الدوم,150,88,معيذر,4922901,تاجير السيارات بدون سائق
95655,نشط,20-MAR-17,15-SEP-21,137403,معلق,12-JUN-17,03-DEC-21,السواعد لتأجير السيارات,تجاري,مكتب تجاري,6139,66615166,بلدية ام صلال,71,28,ناصر العطية,445,128,ام صلال محمد,4922901,تاجير السيارات بدون سائق
134256,نشط,19-MAY-19,14-NOV-21,173095,معلق,30-MAY-19,20-NOV-21,سيرة ليموزين,تجاري,مكتب تجاري,1134,+97470636293,بلدية الريان,53,989,ال شافي,60,65,الريان الجديد,4921211,خدمة الليموزين
133919,نشط,07-MAY-19,02-NOV-21,173376,معلق,18-JUN-19,09-DEC-21,اسود وابيض ليموزين,تجاري,مكتب تجاري,,+97466798558,بلدية الدوحة,25,220,الطريق الدائري الثاني,113,22,فريج بن درهم,4921211,خدمة الليموزين
89412,منتهية,10-NOV-16,09-NOV-20,126066,معلق,14-NOV-16,08-NOV-20,كؤل مي ليموزين,تجاري,محل تجارى,,+97466444966,بلدية الريان,55,790,ام الدوم,194,88,معيذر,4921211,خدمة الليموزين
91379,نشط,02-JAN-17,01-JAN-22,141161,نشط,08-OCT-17,02-OCT-21,بيرفكت ليموزين,تجاري,مكتب تجاري,,+97455593879,بلدية الدوحة,38,231,سحيم بن حمد,83,38,السد,4921211,خدمة الليموزين
111768,منتهية,29-JAN-18,29-JAN-20,147491,معلق,06-FEB-18,01-FEB-20,البحر الاحمر لليموزين,تجاري,مكتب تجاري,,+974,بلدية الريان,55,900,الفروسية,57,88,معيذر,4921211,خدمة الليموزين
75581,منتهية,22-SEP-15,20-SEP-20,71795,معلق,,02-FEB-20,اللجين لتأجير السيارات,تجاري,مكتب تجاري,19336,+97455895699,بلدية الدوحة,13,221,الخليج,16,1000,لا يوجد,4922901,تاجير السيارات بدون سائق
